# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan 20 08:11:24 2023
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum > 1)
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_instrument: Discovery Instrument
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_occdep:      Occultation Depth [%]
# COLUMN pl_orbtper:     Epoch of Periastron [days]
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_projobliq:   Projected Obliquity [deg]
# COLUMN pl_trueobliq:   True Obliquity [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_dist,sy_gaiamag
Kepler-101 b,Kepler-101,1,2,Transit,2014,Kepler CCD Array,3.48768120,0.047400,5.770,0.510,51.10000,0.16000,Mass,1.450000,0.086000,1240.33,1513,85.820,2455088.779950,0,0.5200,0.129880,3.8750000,6.550000,0.03401,,,231.0000,19.400,,,G3 IV,5667.00,1.56,1.17,0.330,[Fe/H],0.420,4.12,5.900,0.43700,2.6000,,-77.71,18h53m01.32s,283.2555070,+48d21m18.89s,48.3552474,927.9810000,13.5672000
Kepler-101 c,Kepler-101,1,2,Transit,2014,Kepler CCD Array,6.02976000,0.068400,1.250,0.112,3.78000,0.01000,Mass,10.500000,0.000000,596.07,1413,84.600,2454965.486000,0,0.7500,0.005460,3.8700000,8.000000,0.00732,,,90.0000,1.170,,,G3 IV,5667.00,1.56,1.17,0.330,[Fe/H],0.420,4.12,5.900,0.43700,2.6000,,-77.71,18h53m01.32s,283.2555070,+48d21m18.89s,48.3552474,927.9810000,13.5672000
Kepler-1001 b,Kepler-1001,1,2,Transit,2016,Kepler CCD Array,14.30511983,0.112900,3.150,0.281,10.10000,0.03170,M-R relationship,1.780000,0.000000,40.85,693,85.250,2454968.066260,0,0.8680,0.086340,4.4490000,14.100000,0.03346,,,,,,,,5491.00,0.88,0.90,-0.030,[Fe/H],-0.279,4.52,4.680,0.19190,,,,19h05m05.74s,286.2739151,+48d37m07.31s,48.6186972,928.9780000,15.3302000
Kepler-1001 c,Kepler-1001,1,2,Transit,2020,Kepler CCD Array,9.18186000,0.084000,1.578,0.141,3.11000,0.00980,M-R relationship,4.350000,0.000000,98.61,804,79.490,2454965.411480,0,0.8800,0.036360,3.3960000,5.320000,0.01668,,,,,,,,5376.00,0.84,0.93,-0.160,[Fe/H],-0.279,4.56,0.600,2.24021,,,,19h05m05.74s,286.2739151,+48d37m07.31s,48.6186972,928.9780000,15.3302000
Kepler-361 b,Kepler-361,1,2,Transit,2014,Kepler CCD Array,8.48661600,0.086000,1.450,0.129,2.70000,0.00849,M-R relationship,4.870000,0.000000,411.90,1060,89.960,2454971.017340,0,0.2700,0.011910,5.1760000,12.419000,0.01004,,,,,,,,6169.00,1.34,1.17,0.024,[M/H],0.459,4.25,3.160,0.50575,,,,19h47m12.82s,296.8034146,+46d44m27.96s,46.7411011,930.3200000,13.5447000
Kepler-361 c,Kepler-361,1,2,Transit,2014,Kepler CCD Array,55.18802300,0.300000,2.520,0.225,6.90000,0.02170,M-R relationship,2.370000,0.000000,33.95,568,89.720,2455013.750180,0,0.0500,0.035940,9.1670000,47.515300,0.01897,,,,,,,,6169.00,1.34,1.17,0.024,[M/H],0.459,4.25,2.950,0.66633,,,,19h47m12.82s,296.8034146,+46d44m27.96s,46.7411011,930.3200000,13.5447000
Kepler-770 b,Kepler-770,1,3,Transit,2016,Kepler CCD Array,18.92540274,0.169400,2.300,0.205,5.90000,0.01860,M-R relationship,2.660000,0.000000,27.74,1171,88.000,2454982.494120,0,0.8260,0.064090,3.7409000,39.480000,0.02348,,,,,,,,5598.00,0.92,0.94,-0.010,[Fe/H],0.054,4.49,4.570,3.25028,,,,19h05m57.71s,286.4904589,+38d22m29.54s,38.3748720,930.4570000,14.5966000
Kepler-770 c,Kepler-770,1,3,Transit,2016,Kepler CCD Array,1.47532231,0.030900,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,0.000000,833.59,2740,88.410,2454964.833200,0,0.5800,0.015490,2.3260000,4.913000,0.01156,,,,,,,,5598.00,0.92,0.94,-0.010,[Fe/H],0.054,4.49,4.570,0.97772,,,,19h05m57.71s,286.4904589,+38d22m29.54s,38.3748720,930.4570000,14.5966000
Kepler-770 d,Kepler-770,1,3,Transit,2016,Kepler CCD Array,4.15244722,0.061600,1.400,0.125,2.54000,0.00800,M-R relationship,5.090000,0.000000,209.75,1941,86.240,2454967.582770,0,0.7100,0.022340,2.5916000,12.366000,0.01392,,,,,,,,5598.00,0.92,0.94,-0.010,[Fe/H],0.054,4.49,4.570,2.07455,,,,19h05m57.71s,286.4904589,+38d22m29.54s,38.3748720,930.4570000,14.5966000
Kepler-382 b,Kepler-382,1,2,Transit,2014,Kepler CCD Array,5.26215500,0.055000,1.320,0.118,2.30000,0.00724,M-R relationship,5.500000,0.000000,381.46,1166,85.480,2454969.367740,0,0.6000,0.019450,3.2290000,9.000000,0.01240,,,,,,,,5600.00,0.94,0.88,0.082,[M/H],0.146,4.40,11.300,0.37659,,,,19h56m32.70s,299.1362435,+45d52m11.85s,45.8699582,935.4460000,14.6662000
Kepler-382 c,Kepler-382,1,2,Transit,2014,Kepler CCD Array,12.16270100,0.097000,1.590,0.142,3.15000,0.00993,M-R relationship,4.310000,0.000000,124.74,882,85.650,2454970.532670,0,0.0300,0.030630,1.9580000,12.790000,0.01643,,,,,,,,5600.00,0.94,0.88,0.082,[M/H],0.146,4.40,11.300,15.22586,,,,19h56m32.70s,299.1362435,+45d52m11.85s,45.8699582,935.4460000,14.6662000
Kepler-160 b,Kepler-160,1,3,Transit,2014,Kepler CCD Array,4.30939700,0.055110,1.715,0.153,3.59000,0.01130,M-R relationship,3.910000,0.000000,396.62,1134,89.830,2454967.032000,0,0.1900,0.031070,2.8977000,10.620000,0.01399,,,,,,,,5471.00,1.12,0.97,0.140,[Fe/H],0.004,4.47,1.600,1.20000,,,,19h11m05.66s,287.7735730,+42d52m09.39s,42.8692755,937.0130000,14.6160000
Kepler-160 c,Kepler-160,1,3,Transit,2014,Kepler CCD Array,13.69942900,0.119200,3.760,0.335,13.60000,0.04280,M-R relationship,1.410000,0.000000,84.85,771,89.930,2455004.480500,1,0.2600,0.129290,4.3409000,22.950000,0.03080,,,,,,,,5471.00,1.12,0.97,0.140,[Fe/H],0.004,4.47,1.600,1.20000,,,,19h11m05.66s,287.7735730,+42d52m09.39s,42.8692755,937.0130000,14.6160000
Kepler-160 d,Kepler-160,1,3,Transit Timing Variations,2020,Kepler CCD Array,30.00000000,0.170000,,,100.00000,0.31463,Mass,,,,,86.900,,0,,,,,,,,,,,,,5471.00,1.12,0.97,0.140,[Fe/H],0.004,4.47,1.600,1.20000,,,,19h11m05.66s,287.7735730,+42d52m09.39s,42.8692755,937.0130000,14.6160000
Kepler-317 b,Kepler-317,1,2,Transit,2014,Kepler CCD Array,5.52424200,0.061000,2.090,0.186,109.80000,0.34500,Mass,66.100000,0.000000,151.65,976,87.890,2454968.619310,0,0.3000,0.049100,2.6720000,15.160000,0.02068,,,,,,,,5497.00,0.94,0.86,0.130,[Fe/H],-0.208,4.49,3.720,1.48079,,,,19h39m46.53s,294.9438822,+39d01m55.38s,39.0320499,940.5840000,15.4571000
Kepler-317 c,Kepler-317,1,2,Transit,2014,Kepler CCD Array,8.77501000,0.083000,1.720,0.153,3.61000,0.01130,M-R relationship,3.900000,0.000000,81.76,837,88.450,2454966.709800,0,0.3800,0.035190,2.8570000,18.430000,0.01811,,,,,,,,5497.00,0.94,0.86,0.130,[Fe/H],-0.208,4.49,3.720,1.53878,,,,19h39m46.53s,294.9438822,+39d01m55.38s,39.0320499,940.5840000,15.4571000
Kepler-349 b,Kepler-349,1,2,Transit,2014,Kepler CCD Array,5.92977800,0.065000,1.900,0.170,94.50000,0.29700,Mass,75.700000,0.000000,248.27,972,89.850,2454968.491180,0,0.4800,0.043010,2.3640000,18.630000,0.01897,,,,,,,,5956.00,0.93,1.02,0.151,[M/H],-0.007,4.52,3.090,3.48156,,,,19h34m42.35s,293.6764689,+44d36m56.15s,44.6155972,940.7240000,14.7211000
Kepler-349 c,Kepler-349,1,2,Transit,2014,Kepler CCD Array,12.24762900,0.105000,1.960,0.175,4.50000,0.01420,M-R relationship,3.280000,0.000000,94.49,763,89.770,2454971.217010,0,0.1500,0.046970,3.2780000,28.250000,0.01978,,,,,,,,5956.00,0.93,1.02,0.151,[M/H],-0.007,4.52,3.090,2.84430,,,,19h34m42.35s,293.6764689,+44d36m56.15s,44.6155972,940.7240000,14.7211000
Kepler-264 b,Kepler-264,1,2,Transit,2014,Kepler CCD Array,40.80623100,0.249000,3.330,0.297,11.10000,0.03480,M-R relationship,1.650000,0.000000,79.48,772,89.960,2454988.712090,0,0.9300,0.031390,14.2530000,24.123000,0.01805,,,,,,,,6158.00,1.55,1.46,0.047,[M/H],0.689,4.15,2.570,0.15947,,,,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,942.1730000,13.0135000
Kepler-264 c,Kepler-264,1,2,Transit,2014,Kepler CCD Array,140.10126100,0.566000,2.830,0.252,8.40000,0.02640,M-R relationship,2.040000,0.000000,15.35,511,89.980,2455049.220780,0,0.4400,0.026680,17.9330000,58.700000,0.01495,,,,,,,,6158.00,1.55,1.46,0.047,[M/H],0.689,4.15,2.570,0.19495,,,,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,942.1730000,13.0135000
Kepler-616 b,Kepler-616,1,3,Transit,2016,Kepler CCD Array,9.99761851,0.092700,2.430,0.217,6.48000,0.02040,M-R relationship,2.480000,0.000000,129.18,860,86.180,2455004.787740,0,0.2341,0.064360,3.2429000,23.470000,0.02329,,,,,,,,5753.00,0.97,0.98,-0.020,[Fe/H],-0.111,4.46,3.890,2.44673,,,,19h39m57.39s,294.9891370,+46d50m17.90s,46.8383058,945.7750000,14.9475000
Kepler-616 c,Kepler-616,1,3,Transit,2016,Kepler CCD Array,90.41135560,0.402400,3.410,0.304,11.50000,0.03630,M-R relationship,1.590000,0.000000,6.86,413,89.160,2455041.503990,0,0.1992,0.118680,6.5230000,107.200000,0.03156,,,,,,,,5753.00,0.97,0.98,-0.020,[Fe/H],-0.111,4.46,3.890,2.84933,,,,19h39m57.39s,294.9891370,+46d50m17.90s,46.8383058,945.7750000,14.9475000
Kepler-616 d,Kepler-616,1,3,Transit,2021,Kepler CCD Array,51.06740189,0.274900,2.653,0.237,7.52000,0.02370,M-R relationship,2.210000,0.000000,14.69,499,89.660,2454980.612140,0,0.4648,0.069210,4.4070000,36.000000,0.02457,,,,,,,,6004.00,0.98,1.06,-0.020,[Fe/H],-0.111,4.48,0.400,3.77814,,,,19h39m57.39s,294.9891370,+46d50m17.90s,46.8383058,945.7750000,14.9475000
Kepler-270 b,Kepler-270,1,2,Transit,2014,Kepler CCD Array,11.47609400,0.107000,2.010,0.179,4.70000,0.01480,M-R relationship,3.180000,0.000000,178.36,984,86.330,2454968.395100,0,0.1400,0.018230,4.8650000,11.800000,0.01290,,,,,,,,6067.00,1.46,1.17,0.070,[Fe/H],0.312,4.20,2.730,0.71457,,,,18h48m48.03s,282.2001207,+44d25m20.21s,44.4222795,948.7810000,13.8586000
Kepler-270 c,Kepler-270,1,2,Transit,2014,Kepler CCD Array,25.26288700,0.180000,1.770,0.158,3.78000,0.01190,M-R relationship,3.750000,0.000000,62.24,756,88.000,2454967.211760,0,0.1000,0.012550,3.6980000,20.000000,0.01056,,,,,,,,6067.00,1.46,1.17,0.070,[Fe/H],0.312,4.20,2.730,0.30014,,,,18h48m48.03s,282.2001207,+44d25m20.21s,44.4222795,948.7810000,13.8586000
Kepler-116 b,Kepler-116,1,2,Transit,2014,Kepler CCD Array,5.96873400,0.069000,3.420,0.305,11.60000,0.03640,M-R relationship,1.590000,0.000000,594.45,1251,89.250,2454970.157620,0,0.5600,0.052790,3.6390000,12.593000,0.02180,,,,,,,,6142.00,1.45,1.21,0.040,[Fe/H],0.421,4.20,0.340,1.06053,,,,19h38m58.09s,294.7420605,+43d32m12.42s,43.5367842,955.1680000,13.6894000
Kepler-116 c,Kepler-116,1,2,Transit,2014,Kepler CCD Array,13.07163000,0.116000,2.300,0.205,5.90000,0.01860,M-R relationship,2.660000,0.000000,208.98,964,88.050,2454977.432940,0,0.1900,0.024460,3.0240000,33.190000,0.01443,,,,,,,,6142.00,1.45,1.21,0.040,[Fe/H],0.421,4.20,0.340,4.04639,,,,19h38m58.09s,294.7420605,+43d32m12.42s,43.5367842,955.1680000,13.6894000
Kepler-350 b,Kepler-350,1,3,Transit,2014,Kepler CCD Array,11.18956200,0.104000,1.850,0.165,4.08000,0.01280,M-R relationship,3.540000,0.000000,257.72,1037,87.760,2454973.631080,0,0.3800,0.014330,5.1200000,9.400000,0.01132,,,,,,,,6186.00,1.53,1.19,0.041,[M/H],0.428,4.15,4.000,0.39737,,,,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,956.8590000,13.7606000
Kepler-350 c,Kepler-350,1,3,Transit,2013,Kepler CCD Array,17.84900000,0.138500,3.100,0.277,6.10000,0.01900,Mass,1.130000,0.000000,138.41,888,86.290,2454981.390390,1,0.8530,0.039120,5.8919000,25.190000,0.02140,,,,,,,,6492.30,1.25,1.00,0.041,[M/H],0.428,4.24,4.000,0.94911,,,,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,956.8590000,13.7606000
Kepler-350 d,Kepler-350,1,3,Transit,2013,Kepler CCD Array,26.13600000,0.178600,2.800,0.250,14.90000,0.04700,Mass,3.730000,0.000000,83.24,782,89.650,2454964.619230,1,0.8420,0.036220,6.6130000,30.200000,0.01804,,,,,,,,6492.30,1.25,1.00,0.041,[M/H],0.428,4.24,4.000,0.68957,,,,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,956.8590000,13.7606000
Kepler-401 b,Kepler-401,1,3,Transit,2014,Kepler CCD Array,14.38303500,0.122000,1.710,0.153,3.57000,0.01120,M-R relationship,3.920000,0.000000,254.25,889,85.840,2454973.559680,0,0.5400,0.017850,8.7290000,12.370000,0.01196,,,,,,,,6117.00,1.33,1.17,0.020,[Fe/H],0.566,4.25,3.550,0.17298,,,,19h20m19.86s,290.0827494,+50d51m48.37s,50.8634361,965.5600000,13.2865000
Kepler-401 c,Kepler-401,1,3,Transit,2014,Kepler CCD Array,47.31821800,0.269000,2.150,0.192,5.27000,0.01660,M-R relationship,2.910000,0.000000,52.00,598,89.690,2455003.060410,0,0.2400,0.024690,10.5790000,34.450000,0.01491,,,,,,,,6117.00,1.33,1.17,0.020,[Fe/H],0.566,4.25,3.550,0.33275,,,,19h20m19.86s,290.0827494,+50d51m48.37s,50.8634361,965.5600000,13.2865000
Kepler-401 d,Kepler-401,1,3,Transit,2016,Kepler CCD Array,184.25640500,0.650300,2.270,0.203,5.77000,0.01820,M-R relationship,2.710000,0.000000,8.48,380,89.150,2455088.258100,0,0.0687,0.029220,11.2830000,126.400000,0.01577,,,,,,,,6184.00,1.29,1.17,0.020,[Fe/H],0.566,4.28,3.390,0.33275,,,,19h20m19.86s,290.0827494,+50d51m48.37s,50.8634361,965.5600000,13.2865000
Kepler-188 b,Kepler-188,1,2,Transit,2014,Kepler CCD Array,2.06189700,0.032000,1.680,0.150,3.46000,0.01090,M-R relationship,4.010000,0.000000,1069.23,1463,85.540,2454966.198580,0,0.1800,0.021400,1.7910000,8.450000,0.01375,,,,,,,,6021.00,1.14,0.98,0.140,[Fe/H],0.034,4.35,5.800,2.68246,6.3000,,-8.36,18h45m07.13s,281.2797173,+44d18m55.71s,44.3154743,968.5440000,14.6336000
Kepler-188 c,Kepler-188,1,2,Transit,2014,Kepler CCD Array,5.99655300,0.066000,3.190,0.285,10.30000,0.03240,M-R relationship,1.740000,0.000000,257.35,1025,87.630,2455005.503140,0,0.6600,0.071140,3.2310000,10.600000,0.02600,,,,,,,,6021.00,1.14,0.98,0.140,[Fe/H],0.034,4.35,5.800,0.98292,6.3000,,-8.36,18h45m07.13s,281.2797173,+44d18m55.71s,44.3154743,968.5440000,14.6336000
Kepler-397 b,Kepler-397,1,2,Transit,2014,Kepler CCD Array,22.25094900,0.144000,2.460,0.219,6.62000,0.02080,M-R relationship,2.440000,0.000000,20.01,539,89.330,2454982.430670,0,0.9400,0.061870,1.6890000,44.000000,0.02385,,,,,,,,5307.00,0.77,0.84,-0.240,[Fe/H],-0.376,4.57,5.250,46.77407,,,,19h43m34.57s,295.8940373,+42d22m49.86s,42.3805156,969.0000000,
Kepler-397 c,Kepler-397,1,2,Transit,2014,Kepler CCD Array,135.49852700,0.480000,6.180,0.551,31.60000,0.09950,M-R relationship,0.736000,0.000000,1.80,295,89.580,2455066.690380,1,0.8400,0.503810,6.9010000,109.000000,0.07267,,,,,,,,5307.00,0.77,0.84,-0.240,[Fe/H],-0.376,4.57,5.250,1.31700,,,,19h43m34.57s,295.8940373,+42d22m49.86s,42.3805156,969.0000000,
Kepler-58 b,Kepler-58,1,3,Transit,2012,Kepler CCD Array,10.21849540,0.092700,2.780,0.248,35.50000,0.11170,Mass,,0.000000,112.99,920,88.760,2454969.870480,1,0.7790,0.044530,4.3967000,6.690000,0.02471,,,,,,,,5843.00,1.03,0.95,0.090,[Fe/H],-0.004,4.39,2.140,1.26840,,,,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,969.2520000,14.8663000
Kepler-58 c,Kepler-58,1,3,Transit,2012,Kepler CCD Array,15.57415680,0.122800,2.860,0.255,53.00000,0.16676,Mass,,0.000000,64.39,799,83.890,2454965.432090,1,0.7750,0.046810,5.1013000,8.890000,0.02542,,,,,,,,5843.00,1.03,0.95,0.090,[Fe/H],-0.004,4.39,2.140,0.05472,,,,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,969.2520000,14.8663000
Kepler-58 d,Kepler-58,1,3,Transit,2014,Kepler CCD Array,40.10137100,0.236000,2.940,0.262,8.96000,0.02820,M-R relationship,1.940000,0.000000,18.24,583,88.440,2454965.717990,0,0.9000,0.055000,5.4430000,23.000000,0.02260,,,,,,,,6099.00,1.13,1.04,0.090,[Fe/H],-0.004,4.37,2.140,0.14334,,,,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,969.2520000,14.8663000
Kepler-417 b,Kepler-417,1,2,Transit Timing Variations,2014,Kepler CCD Array,12.33100000,0.100600,2.310,0.206,11.00000,0.03500,Mass,4.900000,0.000000,43.62,671,89.980,2455194.973630,1,0.4200,0.087220,3.0549000,31.540000,0.02825,,,,,,,,5177.00,0.81,0.90,-0.204,[M/H],-0.411,4.57,4.900,3.77691,,,,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000,15.8658000
Kepler-417 c,Kepler-417,1,2,Transit Timing Variations,2014,Kepler CCD Array,15.94300000,0.119400,2.690,0.240,7.70000,0.02420,M-R relationship,2.170000,0.000000,30.97,616,89.960,2454979.330040,1,0.4400,0.109370,3.4926000,35.937000,0.03067,,,,,,,,5177.00,0.81,0.90,-0.204,[M/H],-0.411,4.57,4.900,3.45158,,,,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000,15.8658000
Kepler-293 b,Kepler-293,1,2,Transit,2014,Kepler CCD Array,19.25419600,0.144000,3.070,0.274,9.64000,0.03030,M-R relationship,1.830000,0.000000,28.94,657,88.860,2454997.781330,0,0.5000,0.098770,4.5330000,32.870000,0.02916,,,,,,,,5804.00,0.96,0.94,0.040,[Fe/H],-0.233,4.50,0.500,1.81242,,,,19h05m25.93s,286.3580611,+42d24m23.37s,42.4064917,974.6330000,15.3334000
Kepler-293 c,Kepler-293,1,2,Transit,2014,Kepler CCD Array,54.15574300,0.286000,3.830,0.342,14.00000,0.04420,M-R relationship,1.370000,0.000000,7.29,466,88.780,2455005.365150,0,0.9100,0.110980,4.6080000,43.500000,0.03708,,,,,,,,5804.00,0.96,0.94,0.040,[Fe/H],-0.233,4.50,0.500,0.80416,,,,19h05m25.93s,286.3580611,+42d24m23.37s,42.4064917,974.6330000,15.3334000
Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler CCD Array,17.32400000,0.138500,2.920,0.261,87.30000,0.27500,Mass,19.300000,0.000000,198.25,964,86.030,2454975.108390,1,0.8990,0.024130,8.0450000,7.590000,0.01624,,,,,,,,5946.00,1.69,1.12,0.100,[Fe/H],0.568,4.03,5.000,0.24777,,,,19h06m19.97s,286.5831894,+39d04m38.13s,39.0772582,976.6430000,13.3884000
Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler CCD Array,33.00600000,0.212900,3.360,0.300,64.20000,0.20200,Mass,9.300000,0.000000,83.90,778,89.330,2454978.390000,1,0.9470,0.027810,7.2010000,11.700000,0.01510,,,,,,,,5946.00,1.69,1.12,0.100,[Fe/H],0.568,4.03,5.000,0.24777,,,,19h06m19.97s,286.5831894,+39d04m38.13s,39.0772582,976.6430000,13.3884000
Kepler-226 b,Kepler-226,1,3,Transit,2014,Kepler CCD Array,3.94099700,0.047000,1.550,0.138,24.00000,0.07600,Mass,35.400000,0.000000,270.40,1018,88.880,2454969.093370,0,0.1500,0.036330,2.5960000,12.060000,0.01803,,,,,,,,5571.00,0.80,0.91,0.160,[Fe/H],-0.239,4.59,0.500,2.13629,,,,19h29m30.26s,292.3760942,+47d52m51.45s,47.8809596,980.1380000,15.4026000
Kepler-226 c,Kepler-226,1,3,Transit,2014,Kepler CCD Array,5.34955500,0.058000,2.270,0.203,45.20000,0.14200,Mass,21.200000,0.000000,180.51,919,89.620,2455004.805990,0,0.2500,0.083100,3.0510000,13.801500,0.02571,,,,,,,,5571.00,0.80,0.91,0.160,[Fe/H],-0.239,4.59,0.500,1.73782,,,,19h29m30.26s,292.3760942,+47d52m51.45s,47.8809596,980.1380000,15.4026000
Kepler-226 d,Kepler-226,1,3,Transit,2014,Kepler CCD Array,8.10904400,0.076000,1.220,0.109,1.98000,0.00624,M-R relationship,5.990000,0.000000,103.64,800,89.920,2454965.803330,0,0.0600,0.021740,3.6980000,17.460000,0.01313,,,,,,,,5571.00,0.80,0.91,0.160,[Fe/H],-0.239,4.59,0.500,1.53020,,,,19h29m30.26s,292.3760942,+47d52m51.45s,47.8809596,980.1380000,15.4026000
Kepler-346 b,Kepler-346,1,2,Transit,2014,Kepler CCD Array,6.51112700,0.071000,2.660,0.237,7.56000,0.02380,M-R relationship,2.210000,0.000000,134.36,1008,86.750,2454964.705700,0,0.3200,0.069510,1.5090000,12.100000,0.02482,,,,,,,,6033.00,1.02,0.95,0.000,[Fe/H],-0.153,4.46,1.700,11.79405,,,,19h12m02.86s,288.0119248,+46d07m03.36s,46.1176003,984.1050000,15.1549000
Kepler-346 c,Kepler-346,1,2,Transit,2014,Kepler CCD Array,23.85154900,0.168000,3.070,0.274,9.64000,0.03030,M-R relationship,1.830000,0.000000,23.81,654,88.740,2454980.616560,0,0.6300,0.083370,2.3850000,29.000000,0.03023,,,,,,,,6033.00,1.02,0.95,0.000,[Fe/H],-0.153,4.46,1.700,4.19185,,,,19h12m02.86s,288.0119248,+46d07m03.36s,46.1176003,984.1050000,15.1549000
Kepler-913 b,Kepler-913,1,2,Transit,2016,Kepler CCD Array,10.29672521,0.100900,2.060,0.184,4.90000,0.01540,M-R relationship,3.080000,0.000000,58.90,1129,89.400,2454965.196590,0,0.2980,0.101180,2.7238000,28.900000,0.03124,,,,,,,,4687.00,0.61,0.63,-0.520,[Fe/H],-0.282,4.67,5.620,4.30700,,,,19h50m19.93s,297.5830564,+41d57m08.47s,41.9523531,991.6180000,15.7385000
Kepler-913 c,Kepler-913,1,2,Transit,2021,Kepler CCD Array,5.93911982,0.069900,3.858,0.344,14.20000,0.04470,M-R relationship,1.360000,0.000000,122.82,1357,89.700,2455186.754030,0,0.1070,0.042450,2.2360000,20.130000,0.01886,,,,,,,,6068.00,1.80,1.29,0.160,[Fe/H],-0.282,4.04,5.620,4.37512,,,,19h50m19.93s,297.5830564,+41d57m08.47s,41.9523531,991.6180000,15.7385000
Kepler-920 b,Kepler-920,1,2,Transit,2016,Kepler CCD Array,6.53192704,0.065000,2.420,0.216,6.44000,0.02030,M-R relationship,2.500000,0.000000,153.14,907,84.790,2454969.033880,0,0.2007,0.077190,3.1164000,16.120000,0.02607,,,,,,,,5403.00,0.85,0.89,0.000,[Fe/H],-0.183,4.54,4.370,1.85865,,,,18h57m11.26s,284.2969363,+49d09m30.95s,49.1585983,1001.6800000,15.2681000
