# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 19 09:09:12 2022
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum <> 1
# CONSTRAINT:  and sy_diststr not null)
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_plx:         Parallax [mas]
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,pl_ratror,pl_rvamp,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_dist,sy_plx
Kepler-990 b,Kepler-990,1,2,9.91723428,0.088300,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,0.000000,157.41,903,87.060,14.650000,0.02223,,,5948.00,1.08,1.05,0.010,[Fe/H],-0.050,4.39,3.550,0.60420,,,,19h51m45.16s,297.9381813,+46d52m52.75s,46.8813194,802.1630000,1.2180500
Kepler-990 c,Kepler-990,1,2,0.53835431,0.012700,1.530,0.136,2.96000,0.00930,M-R relationship,4.540000,0.000000,7609.22,2386,82.870,2.862000,0.01293,,,5948.00,1.08,1.05,0.010,[Fe/H],-0.050,4.39,3.550,1.52952,,,,19h51m45.16s,297.9381813,+46d52m52.75s,46.8813194,802.1630000,1.2180500
Kepler-1245 b,Kepler-1245,1,2,4.35409304,0.048400,1.440,0.128,2.67000,0.00839,M-R relationship,4.910000,0.000000,194.34,1043,85.650,14.530000,0.01571,,,5306.00,0.83,0.86,-0.010,[Fe/H],-0.411,4.55,4.570,3.05943,,,,19h22m58.63s,290.7443078,+43d15m38.71s,43.2607530,805.9360000,1.2123700
Kepler-1245 c,Kepler-1245,1,2,2.93658468,0.037200,1.440,0.128,2.67000,0.00839,M-R relationship,4.910000,0.000000,328.98,1190,82.320,12.270000,0.01649,,,5306.00,0.83,0.86,-0.010,[Fe/H],-0.411,4.55,4.570,4.05093,,,,19h22m58.63s,290.7443078,+43d15m38.71s,43.2607530,805.9360000,1.2123700
Kepler-825 b,Kepler-825,1,2,3.77360059,0.045300,1.530,0.136,2.96000,0.00930,M-R relationship,4.540000,0.000000,734.46,1270,90.000,10.870000,0.01273,,,5976.00,1.08,1.03,-0.080,[Fe/H],0.120,4.39,3.550,1.63287,,,,19h39m04.76s,294.7698250,+39d23m54.27s,39.3984081,807.8500000,1.2093100
Kepler-825 c,Kepler-825,1,2,8.18182460,0.075900,1.840,0.164,4.04000,0.01270,M-R relationship,3.560000,0.000000,261.63,981,88.110,25.740000,0.01614,,,5976.00,1.08,1.03,-0.080,[Fe/H],0.120,4.39,3.550,4.81885,,,,19h39m04.76s,294.7698250,+39d23m54.27s,39.3984081,807.8500000,1.2093100
Kepler-340 b,Kepler-340,1,2,14.84438700,0.134000,2.530,0.226,6.94000,0.02180,M-R relationship,2.350000,0.000000,274.32,1092,89.540,16.560000,0.01329,,,6620.00,1.85,1.65,0.060,[Fe/H],0.867,4.06,1.290,0.38998,,,,19h43m44.03s,295.9334710,+40d18m01.99s,40.3005515,808.7620000,1.2085900
Kepler-340 c,Kepler-340,1,2,22.82466900,0.178000,3.370,0.301,11.30000,0.03550,M-R relationship,1.620000,0.000000,154.65,946,89.380,27.250000,0.01641,,,6620.00,1.85,1.65,0.060,[Fe/H],0.867,4.06,1.290,0.62132,,,,19h43m44.03s,295.9334710,+40d18m01.99s,40.3005515,808.7620000,1.2085900
Kepler-143 b,Kepler-143,1,2,16.00758300,0.127000,2.410,0.215,6.39000,0.02010,M-R relationship,2.510000,0.000000,118.33,838,88.090,106.800000,0.01609,,,5848.00,1.36,1.06,-0.073,[M/H],0.294,4.20,5.620,89.87267,,,,19h52m16.24s,298.0676519,+49d24m45.15s,49.4125410,809.4670000,1.2067000
Kepler-143 c,Kepler-143,1,2,27.08251100,0.181000,3.370,0.301,11.30000,0.03550,M-R relationship,1.620000,0.000000,58.70,703,87.220,18.900000,0.01932,,,5848.00,1.36,1.06,-0.073,[M/H],0.294,4.20,5.620,0.59200,,,,19h52m16.24s,298.0676519,+49d24m45.15s,49.4125410,809.4670000,1.2067000
Kepler-1073 b,Kepler-1073,1,3,8.67888593,0.080500,2.300,0.205,5.90000,0.01860,M-R relationship,2.660000,0.000000,128.55,905,89.380,19.452000,0.02143,,,5792.00,1.00,1.00,0.000,[Fe/H],-0.010,4.44,3.720,1.84858,,,,19h36m36.65s,294.1527259,+38d13m59.12s,38.2330886,809.8970000,1.2062200
Kepler-1073 c,Kepler-1073,1,3,4.02582254,0.048300,1.640,0.146,3.33000,0.01050,M-R relationship,4.150000,0.000000,357.08,1169,89.920,11.290000,0.01512,,,5792.00,1.00,1.00,0.000,[Fe/H],-0.010,4.44,3.720,1.61174,,,,19h36m36.65s,294.1527259,+38d13m59.12s,38.2330886,809.8970000,1.2062200
Kepler-1073 d,Kepler-1073,1,3,2.50476003,0.035200,1.488,0.133,2.82000,0.00887,M-R relationship,4.710000,0.000000,828.59,1369,89.080,8.106000,0.01214,,,5509.00,1.12,0.92,0.160,[Fe/H],-0.010,4.31,3.720,1.60584,,,,19h36m36.65s,294.1527259,+38d13m59.12s,38.2330886,809.8970000,1.2062200
Kepler-404 b,Kepler-404,1,2,11.82985100,0.102000,1.270,0.113,2.15000,0.00678,M-R relationship,5.770000,0.000000,44.53,730,89.380,26.470000,0.01261,,,5654.00,0.88,0.93,-0.040,[Fe/H],-0.337,4.54,0.400,2.50636,,,,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000,1.2021300
Kepler-404 c,Kepler-404,1,2,14.75116600,0.118000,1.720,0.153,3.61000,0.01130,M-R relationship,3.900000,0.000000,33.15,678,88.810,41.000000,0.01740,,,5654.00,0.88,0.93,-0.040,[Fe/H],-0.337,4.54,0.400,8.85148,,,,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000,1.2021300
Kepler-371 b,Kepler-371,1,2,34.76327800,0.200000,1.890,0.169,4.23000,0.01330,M-R relationship,3.440000,0.000000,41.74,554,89.040,43.000000,0.01676,,,5666.00,0.99,0.93,-0.197,[M/H],0.244,4.39,0.300,2.92338,,,,19h29m18.36s,292.3264835,+38d39m27.16s,38.6575441,813.1920000,1.2011400
Kepler-371 c,Kepler-371,1,2,67.96801500,0.313000,1.780,0.159,3.82000,0.01200,M-R relationship,3.720000,0.000000,17.06,443,89.710,66.120000,0.01648,,,5666.00,0.99,0.93,-0.197,[M/H],0.244,4.39,5.500,1.18355,,,,19h29m18.36s,292.3264835,+38d39m27.16s,38.6575441,813.1920000,1.2011400
Kepler-380 b,Kepler-380,1,2,3.93082100,0.050000,1.190,0.106,1.81000,0.00570,M-R relationship,5.900000,0.000000,808.09,1317,88.740,10.090000,0.00897,,,6045.00,1.22,1.08,-0.060,[Fe/H],0.278,4.29,4.430,1.25891,,,,18h49m34.73s,282.3947017,+48d45m32.88s,48.7591334,813.7130000,1.2003000
Kepler-380 c,Kepler-380,1,2,7.63000400,0.078000,1.270,0.113,2.15000,0.00678,M-R relationship,5.770000,0.000000,333.56,1056,87.840,21.340000,0.01040,,,6045.00,1.22,1.08,-0.060,[Fe/H],0.278,4.29,4.430,3.15664,,,,18h49m34.73s,282.3947017,+48d45m32.88s,48.7591334,813.7130000,1.2003000
Kepler-389 b,Kepler-389,1,2,3.24410700,0.041000,1.510,0.135,2.89000,0.00909,M-R relationship,4.610000,0.000000,167.06,1047,84.860,5.900000,0.01843,,,5376.00,0.79,0.81,0.160,[Fe/H],-0.516,4.57,4.680,3.06944,,,,19h27m50.40s,291.9600082,+44d54m00.21s,44.9000587,816.5590000,1.1966800
Kepler-389 c,Kepler-389,1,2,14.51143000,0.110000,1.460,0.130,2.73000,0.00859,M-R relationship,4.820000,0.000000,22.73,636,85.380,11.510000,0.01694,,,5376.00,0.79,0.81,0.160,[Fe/H],-0.516,4.57,4.680,2.75981,,,,19h27m50.40s,291.9600082,+44d54m00.21s,44.9000587,816.5590000,1.1966800
Kepler-1047 b,Kepler-1047,1,2,56.18868870,0.293900,2.090,0.186,5.02000,0.01580,M-R relationship,3.020000,0.000000,28.85,503,88.560,32.400000,0.01708,,,5754.00,1.13,1.08,0.290,[Fe/H],0.424,4.37,4.470,0.25738,,,-35.22,19h14m35.10s,288.6462564,+50d47m20.27s,50.7889645,817.6470000,1.1941900
Kepler-1047 c,Kepler-1047,1,2,3.18897601,0.043400,0.990,0.088,0.93700,0.00295,M-R relationship,5.310000,0.000000,1323.07,1309,86.090,9.835400,0.00754,,,5754.00,1.13,1.08,0.290,[Fe/H],0.424,4.37,4.470,0.25738,,,-35.22,19h14m35.10s,288.6462564,+50d47m20.27s,50.7889645,817.6470000,1.1941900
Kepler-325 b,Kepler-325,1,3,4.54443900,0.053000,2.910,0.260,8.80000,0.02770,M-R relationship,1.960000,0.000000,210.55,1017,86.990,20.495000,0.02745,,,5752.00,1.00,0.92,0.017,[M/H],-0.255,4.41,8.200,7.88553,,,,19h19m20.50s,289.8354219,+49d49m32.19s,49.8256070,823.2420000,1.1860700
Kepler-325 c,Kepler-325,1,3,12.76217200,0.105000,2.540,0.227,6.99000,0.02200,M-R relationship,2.340000,0.000000,53.04,721,87.010,38.500000,0.03110,,,5752.00,1.00,0.92,0.017,[M/H],-0.255,4.41,8.200,0.94540,,,,19h19m20.50s,289.8354219,+49d49m32.19s,49.8256070,823.2420000,1.1860700
Kepler-325 d,Kepler-325,1,3,38.71518500,0.220000,2.790,0.249,8.20000,0.02580,M-R relationship,2.070000,0.000000,12.08,498,89.390,81.000000,0.02805,,,5752.00,1.00,0.92,0.017,[M/H],-0.255,4.41,8.200,4.98437,,,,19h19m20.50s,289.8354219,+49d49m32.19s,49.8256070,823.2420000,1.1860700
Kepler-377 b,Kepler-377,1,2,12.50952900,0.109000,1.390,0.124,2.51000,0.00790,M-R relationship,5.140000,0.000000,139.11,875,88.360,20.300000,0.01195,,,5949.00,1.22,1.07,0.010,[Fe/H],0.218,4.30,0.300,2.28333,,,,19h41m41.30s,295.4220717,+38d44m08.43s,38.7356737,823.8040000,1.1853200
Kepler-377 c,Kepler-377,1,2,27.01497600,0.182000,2.060,0.184,4.90000,0.01540,M-R relationship,3.080000,0.000000,49.85,677,89.990,39.230000,0.01581,,,5949.00,1.22,1.07,0.010,[Fe/H],0.218,4.30,0.300,1.56542,,,,19h41m41.30s,295.4220717,+38d44m08.43s,38.7356737,823.8040000,1.1853200
Kepler-285 b,Kepler-285,1,2,2.63386700,0.036000,1.340,0.120,2.36000,0.00742,M-R relationship,5.390000,0.000000,428.41,1131,88.820,9.910000,0.01600,,,5411.00,0.81,0.82,0.160,[Fe/H],-0.279,4.58,0.600,2.44783,,,,19h25m33.80s,291.3908469,+48d03m55.94s,48.0655392,824.3100000,1.1846000
Kepler-285 c,Kepler-285,1,2,6.18667600,0.064000,1.120,0.100,1.46000,0.00459,M-R relationship,5.710000,0.000000,137.07,851,89.950,16.460000,0.01265,,,5411.00,0.81,0.82,0.160,[Fe/H],-0.279,4.58,0.600,1.99799,,,,19h25m33.80s,291.3908469,+48d03m55.94s,48.0655392,824.3100000,1.1846000
Kepler-229 b,Kepler-229,1,3,6.25297200,0.062000,2.200,0.196,5.48000,0.01720,M-R relationship,2.830000,0.000000,76.22,823,89.680,18.940000,0.02970,,,5120.00,0.73,0.80,0.160,[Fe/H],-0.538,4.63,1.100,3.16464,,,,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,826.2650000,1.1822000
Kepler-229 c,Kepler-229,1,3,16.06863800,0.117000,4.920,0.439,21.50000,0.06760,M-R relationship,0.992000,0.000000,21.64,600,89.920,36.850000,0.06509,,,5120.00,0.73,0.80,0.160,[Fe/H],-0.538,4.63,1.100,3.66603,,,,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,826.2650000,1.1822000
Kepler-229 d,Kepler-229,1,3,41.19491200,0.220000,3.850,0.343,14.20000,0.04450,M-R relationship,1.370000,0.000000,6.16,439,89.960,70.750000,0.04169,,,5120.00,0.73,0.80,0.160,[Fe/H],-0.538,4.63,1.100,3.94710,,,,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,826.2650000,1.1822000
Kepler-320 b,Kepler-320,1,2,8.37155400,0.085000,1.140,0.102,1.55000,0.00489,M-R relationship,5.750000,0.000000,280.56,1292,71.530,3.100000,0.00925,,,6435.00,1.11,1.33,-0.123,[M/H],0.374,4.42,2.140,0.93157,,,,19h32m51.24s,293.2135155,+46d10m30.52s,46.1751457,826.6130000,1.1810000
Kepler-320 c,Kepler-320,1,2,17.93493700,0.142000,1.370,0.122,2.45000,0.00771,M-R relationship,5.240000,0.000000,101.62,1002,80.930,6.190000,0.01238,,,6435.00,1.11,1.33,-0.123,[M/H],0.374,4.42,2.140,0.01393,,,,19h32m51.24s,293.2135155,+46d10m30.52s,46.1751457,826.6130000,1.1810000
Kepler-172 b,Kepler-172,1,4,2.94030900,0.040000,2.350,0.210,6.12000,0.01930,M-R relationship,2.590000,0.000000,639.48,1256,80.640,8.983900,0.02012,,,5526.00,1.08,1.00,0.230,[Fe/H],-0.032,4.38,6.460,1.58662,,,,18h53m28.42s,283.3684093,+41d49m18.62s,41.8218390,828.5920000,1.1784600
Kepler-172 c,Kepler-172,1,4,6.38899600,0.068000,2.860,0.255,8.55000,0.02690,M-R relationship,2.010000,0.000000,227.22,970,83.260,15.110000,0.02141,,,5526.00,1.08,1.00,0.230,[Fe/H],-0.032,4.38,6.460,1.59738,,,,18h53m28.42s,283.3684093,+41d49m18.62s,41.8218390,828.5920000,1.1784600
Kepler-172 d,Kepler-172,1,4,14.62711900,0.118000,2.250,0.201,5.69000,0.01790,M-R relationship,2.740000,0.000000,75.29,736,84.970,17.100000,0.02014,,,5526.00,1.08,1.00,0.230,[Fe/H],-0.032,4.38,6.460,1.98664,,,,18h53m28.42s,283.3684093,+41d49m18.62s,41.8218390,828.5920000,1.1784600
Kepler-172 e,Kepler-172,1,4,35.11873600,0.211000,2.760,0.246,8.05000,0.02530,M-R relationship,2.100000,0.000000,23.43,550,87.490,76.320000,0.02195,,,5526.00,1.08,1.00,0.230,[Fe/H],-0.032,4.38,6.460,6.81939,,,,18h53m28.42s,283.3684093,+41d49m18.62s,41.8218390,828.5920000,1.1784600
Kepler-29 b,Kepler-29,1,2,10.33974000,0.091900,2.550,0.227,5.00000,0.01573,Mass,1.650000,0.000000,55.90,777,89.130,24.950000,0.03194,,,5378.00,0.73,0.76,-0.440,[Fe/H],-0.297,4.60,0.300,3.18827,4.0000,,,19h53m23.61s,298.3483820,+47d29m28.69s,47.4913021,832.5320000,1.1738500
Kepler-29 c,Kepler-29,1,2,13.28613000,0.108700,2.340,0.209,4.50000,0.01416,Mass,1.910000,0.000000,34.40,715,89.970,31.830000,0.02928,,,5378.00,0.73,0.76,-0.440,[Fe/H],-0.297,4.60,0.300,3.45528,4.0000,,,19h53m23.61s,298.3483820,+47d29m28.69s,47.4913021,832.5320000,1.1738500
Kepler-173 b,Kepler-173,1,2,4.26374200,0.048000,1.290,0.115,2.21000,0.00696,M-R relationship,5.660000,0.000000,599.50,1179,88.440,10.700000,0.01256,,,6031.00,0.95,0.79,0.036,[M/H],0.074,4.40,3.300,2.66952,,,,19h38m35.19s,294.6466171,+41d53m02.74s,41.8840952,833.1650000,1.1718000
Kepler-173 c,Kepler-173,1,2,8.00577700,0.074000,2.430,0.217,6.48000,0.02040,M-R relationship,2.480000,0.000000,258.42,956,89.740,20.020000,0.02361,,,6031.00,0.95,0.79,0.036,[M/H],0.074,4.40,3.300,2.36963,,,,19h38m35.19s,294.6466171,+41d53m02.74s,41.8840952,833.1650000,1.1718000
Kepler-23 b,Kepler-23,1,3,7.10730000,0.075000,1.900,0.170,254.30000,0.80000,Mass,,0.060000,446.11,1157,89.570,10.643000,0.01039,,,5760.00,1.52,1.11,-0.090,[M/H],0.362,4.00,6.000,0.45155,,,,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,835.7560000,1.1677700
Kepler-23 c,Kepler-23,1,3,10.74210000,0.099000,3.200,0.285,858.10000,2.70000,Mass,,0.020000,257.39,1008,89.860,13.790120,0.01849,,,5760.00,1.52,1.11,-0.090,[M/H],0.362,4.00,6.000,0.42989,,,,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,835.7560000,1.1677700
Kepler-23 d,Kepler-23,1,3,15.27429900,0.124000,2.200,0.196,17.60000,0.05500,Mass,9.080000,0.080000,161.04,896,89.540,19.240000,0.01307,,,5828.00,1.55,1.10,-0.112,[M/H],0.398,4.09,6.610,0.54130,,,,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,835.7560000,1.1677700
Kepler-287 b,Kepler-287,1,2,20.34219900,0.145000,2.330,0.208,6.04000,0.01900,M-R relationship,2.620000,0.000000,35.75,667,88.830,38.000000,0.02174,,K7 V,5806.00,1.03,0.97,0.117,[M/H],-0.134,4.40,7.600,13.82309,,,,19h23m42.58s,290.9274282,+48d26m36.45s,48.4434588,835.8600000,1.1677700
Kepler-287 c,Kepler-287,1,2,44.85189600,0.246000,3.260,0.291,10.70000,0.03360,M-R relationship,1.700000,0.000000,12.46,513,89.240,43.300000,0.03170,,K7 V,5806.00,1.03,0.97,0.117,[M/H],-0.134,4.40,7.600,0.76343,,,,19h23m42.58s,290.9274282,+48d26m36.45s,48.4434588,835.8600000,1.1677700
Kepler-253 b,Kepler-253,1,3,3.78398600,0.046000,1.630,0.145,3.29000,0.01040,M-R relationship,4.170000,0.000000,194.35,949,86.540,15.030000,0.01959,,,5208.00,0.79,0.85,0.030,[Fe/H],-0.387,4.59,0.700,4.48753,,,,19h27m22.06s,291.8419337,+44d51m29.25s,44.8581240,838.5950000,1.1642400
Kepler-253 c,Kepler-253,1,3,10.28195100,0.089000,2.650,0.236,7.51000,0.02360,M-R relationship,2.220000,0.000000,51.27,680,89.590,23.230000,0.02985,,,5208.00,0.79,0.85,0.030,[Fe/H],-0.387,4.59,0.700,2.09147,,,,19h27m22.06s,291.8419337,+44d51m29.25s,44.8581240,838.5950000,1.1642400
Kepler-253 d,Kepler-253,1,3,18.11986900,0.130000,3.170,0.283,10.20000,0.03200,M-R relationship,1.760000,0.000000,24.08,563,89.640,33.190000,0.03483,,,5208.00,0.79,0.85,0.030,[Fe/H],-0.387,4.59,0.700,2.10579,,,,19h27m22.06s,291.8419337,+44d51m29.25s,44.8581240,838.5950000,1.1642400
Kepler-1365 b,Kepler-1365,1,2,7.69993485,0.075000,0.920,0.082,0.72100,0.00227,M-R relationship,5.090000,0.000000,456.25,969,89.920,13.380000,0.00783,,,5770.00,1.05,1.00,0.030,[Fe/H],0.425,4.39,6.030,0.28483,,,,19h28m47.92s,292.1996573,+42d02m45.58s,42.0459944,840.1280000,1.1615900
Kepler-1365 c,Kepler-1365,1,2,4.77468005,0.054500,0.800,0.071,0.43700,0.00137,M-R relationship,4.690000,0.000000,864.04,1137,89.820,9.667000,0.00653,,,5770.00,1.05,1.00,0.030,[Fe/H],0.425,4.39,6.030,0.28483,,,,19h28m47.92s,292.1996573,+42d02m45.58s,42.0459944,840.1280000,1.1615900
Kepler-403 b,Kepler-403,1,3,7.03146200,0.076000,1.250,0.112,2.10000,0.00660,M-R relationship,5.910000,0.000000,689.46,1194,89.910,9.165000,0.00845,,,6090.00,1.33,1.25,0.079,[M/H],0.644,4.27,3.090,0.24690,,,-31.09,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000,1.1615400
Kepler-403 c,Kepler-403,1,3,54.28074900,0.297000,1.750,0.156,3.71000,0.01170,M-R relationship,3.800000,0.000000,45.15,604,88.820,41.400000,0.01179,,,6090.00,1.33,1.25,0.079,[M/H],0.644,4.27,3.090,0.24690,,,-31.09,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000,1.1615400
Kepler-403 d,Kepler-403,1,3,13.61159129,0.121100,1.420,0.127,2.60000,0.00819,M-R relationship,4.990000,0.000000,285.30,958,89.530,13.956000,0.00896,,,6209.00,1.45,1.25,0.160,[Fe/H],0.644,4.21,3.090,0.24690,,,-31.09,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000,1.1615400
CoRoT-20 b,CoRoT-20,1,2,9.24285000,0.090000,9.416,0.840,1366.66900,4.30000,Mass,8.870000,0.590000,180.87,1024,88.210,18.950000,0.08420,467.000,G2 V,5880.00,1.02,1.14,0.140,,0.170,4.35,0.100,1.51000,4.5000,,60.62,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,1.1569900
CoRoT-20 c,CoRoT-20,1,2,1675.00000000,2.900000,12.200,1.090,5403.11000,17.00000,Msini,16.400000,0.600000,,,,,,326.000,G2 V,4947.50,1.37,1.14,0.140,,0.006,4.35,0.100,1.51000,4.5000,,60.62,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,1.1569900
Kepler-610 b,Kepler-610,1,2,6.99692655,0.071900,4.190,0.374,16.30000,0.05140,M-R relationship,1.220000,0.000000,139.07,888,89.940,20.173400,0.03369,,,5943.00,1.13,1.10,0.120,[Fe/H],-0.110,4.37,3.550,3.17830,,,,19h32m41.12s,293.1713241,+45d03m56.14s,45.0655934,845.8240000,1.1538300
Kepler-610 c,Kepler-610,1,2,151.86392000,0.559400,3.300,0.294,10.90000,0.03430,M-R relationship,1.670000,0.000000,2.30,318,89.990,138.600000,0.02696,,,5943.00,1.13,1.10,0.120,[Fe/H],-0.110,4.37,3.550,1.52329,,,,19h32m41.12s,293.1713241,+45d03m56.14s,45.0655934,845.8240000,1.1538300
Kepler-400 b,Kepler-400,1,2,9.02438900,0.087000,1.650,0.147,3.36000,0.01060,M-R relationship,4.110000,0.000000,183.39,939,89.970,23.210000,0.01347,,,5886.00,1.15,1.08,0.084,[M/H],0.152,4.35,3.630,2.38563,,,,19h23m46.67s,290.9444679,+40d28m48.19s,40.4800528,845.9700000,
Kepler-400 c,Kepler-400,1,2,17.34082400,0.134000,1.490,0.133,2.83000,0.00889,M-R relationship,4.700000,0.000000,76.86,755,89.190,38.140000,0.01199,,,5886.00,1.15,1.08,0.084,[M/H],0.152,4.35,3.630,3.49044,,,,19h23m46.67s,290.9444679,+40d28m48.19s,40.4800528,845.9700000,
Kepler-432 b,Kepler-432,2,2,52.50112900,0.301000,12.834,1.145,1719.46030,5.41000,Mass,4.460000,0.513400,97.85,812,88.170,15.688700,0.02914,286.800,,4995.00,4.06,1.32,-0.070,[m/H],0.926,3.35,4.200,0.02794,2.7000,77.00,-35.22,19h33m07.74s,293.2822344,+48d17m09.30s,48.2859173,848.0230000,1.1509500
Kepler-432 c,Kepler-432,2,2,406.20000000,,13.300,1.180,772.32690,2.43000,Msini,1.800000,0.498000,,,,,,62.100,,4995.00,4.06,1.32,-0.070,[m/H],0.926,3.35,4.200,0.02794,2.7000,77.00,-35.22,19h33m07.74s,293.2822344,+48d17m09.30s,48.2859173,848.0230000,1.1509500
KOI-351 b,KOI-351,1,8,7.00815100,0.074000,1.310,0.117,2.27000,0.00714,M-R relationship,5.550000,0.000000,316.44,1062,89.400,13.200000,0.01000,,,6080.00,1.20,1.20,-0.120,[M/H],0.269,4.40,0.530,1.06266,4.6000,,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000,1.1500700
KOI-351 c,KOI-351,1,8,8.71937500,0.089000,1.190,0.106,1.81000,0.00570,M-R relationship,5.900000,0.000000,236.31,987,89.680,16.000000,0.00910,,,6080.00,1.20,1.20,-0.120,[M/H],0.269,4.40,0.530,1.20992,4.6000,,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000,1.1500700
KOI-351 d,KOI-351,1,8,59.73667000,0.320000,2.870,0.256,8.60000,0.02710,M-R relationship,2.000000,0.000000,18.17,520,89.710,56.100000,0.02190,,,6080.00,1.20,1.20,-0.120,[M/H],0.269,4.40,0.530,1.04245,4.6000,,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000,1.1500700
KOI-351 e,KOI-351,1,8,91.93913000,0.420000,2.660,0.237,7.56000,0.02380,M-R relationship,2.210000,0.000000,10.23,450,89.790,74.700000,0.02030,,,6080.00,1.20,1.20,-0.120,[M/H],0.269,4.40,0.530,1.05759,4.6000,,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000,1.1500700
KOI-351 f,KOI-351,1,8,124.91440000,0.480000,2.880,0.257,8.65000,0.02720,M-R relationship,1.990000,0.000000,6.80,407,89.770,86.400000,0.02200,,,6080.00,1.20,1.20,-0.120,[M/H],0.269,4.40,0.530,0.76623,4.6000,,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000,1.1500700
KOI-351 g,KOI-351,1,8,210.60697000,0.710000,8.100,0.723,254.26400,0.80000,Mass,,0.000000,3.39,342,89.800,127.300000,0.06150,,,6080.00,1.20,1.20,-0.120,[M/H],0.269,4.40,0.530,1.24899,4.6000,,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000,1.1500700
KOI-351 h,KOI-351,1,8,331.60059000,1.010000,11.300,1.008,381.39600,1.20000,Mass,,0.000000,1.85,294,89.600,180.700000,0.08660,,,6080.00,1.20,1.20,-0.120,[M/H],0.269,4.40,0.530,1.18855,4.6000,,,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000,1.1500700
